teamIDfg,Team,Season,AVG,OBP,SLG,RBI,batter_SO,batter_BB,batter_war,ERA,SV,K/9,WHIP,oppenent_avg,BABIP,pitcher_war,FP,run_diff,Win_Percentage
6,DET,1986,0.263,0.338,0.424,751,885,613,32.8,4.02,38,5.49,1.35,0.247,0.265,10.3,0.982,84,0.5370370370370371
7,KCR,1986,0.252,0.313,0.39,618,919,474,11.3,3.82,31,5.55,1.31,0.253,0.283,19.8,0.98,-19,0.4691358024691358
8,MIN,1986,0.261,0.325,0.428,700,977,501,15.5,4.79,24,5.89,1.45,0.276,0.301,9.9,0.98,-98,0.4382716049382716
9,NYY,1986,0.271,0.347,0.43,745,911,645,30.6,4.11,58,5.47,1.35,0.258,0.279,13.0,0.979,59,0.5555555555555556
10,OAK,1986,0.252,0.322,0.39,683,983,553,23.1,4.31,37,5.88,1.4,0.242,0.265,8.1,0.978,-29,0.4691358024691358
11,SEA,1986,0.253,0.326,0.399,681,1148,572,4.1,4.67,27,5.9,1.51,0.278,0.309,15.3,0.975,-117,0.41358024691358025
13,TEX,1986,0.267,0.331,0.428,725,1088,511,20.2,4.11,41,6.57,1.44,0.245,0.28,12.7,0.98,28,0.5370370370370371
14,TOR,1986,0.269,0.329,0.427,767,848,496,22.8,4.08,44,6.11,1.32,0.256,0.285,19.3,0.984,76,0.5308641975308642
16,ATL,1986,0.25,0.319,0.381,575,904,538,7.4,3.99,39,5.89,1.42,0.261,0.296,16.2,0.978,-104,0.4472049689440994
17,CHC,1986,0.256,0.318,0.398,638,966,508,9.9,4.51,42,5.99,1.46,0.273,0.307,15.3,0.98,-101,0.4375
18,CIN,1986,0.254,0.325,0.387,670,920,586,17.6,3.92,45,5.66,1.35,0.257,0.286,15.2,0.978,15,0.5308641975308642
21,HOU,1986,0.255,0.322,0.381,613,916,536,25.5,3.15,51,7.17,1.19,0.22,0.26,17.8,0.979,85,0.5925925925925926
22,LAD,1986,0.251,0.313,0.37,599,966,478,11.4,3.76,25,6.5,1.33,0.252,0.291,17.5,0.971,-41,0.4506172839506173
23,MIL,1986,0.255,0.321,0.385,625,986,530,6.8,4.04,32,5.98,1.38,0.263,0.292,17.1,0.976,-67,0.4782608695652174
24,MON,1986,0.254,0.322,0.379,602,1016,537,18.3,3.79,50,6.45,1.31,0.241,0.277,15.7,0.979,-51,0.484472049689441
25,NYM,1986,0.263,0.339,0.401,730,968,631,33.3,3.11,46,6.57,1.22,0.232,0.271,20.8,0.978,205,0.6666666666666666
26,PHI,1986,0.253,0.327,0.4,696,1154,589,20.9,3.87,39,5.42,1.4,0.26,0.288,11.1,0.978,26,0.5341614906832298
27,PIT,1986,0.25,0.321,0.374,618,929,569,20.6,3.9,30,5.73,1.36,0.25,0.278,10.1,0.978,-37,0.3950617283950617
28,STL,1986,0.236,0.309,0.327,550,905,568,19.0,3.38,46,4.67,1.26,0.246,0.264,8.8,0.981,-10,0.4906832298136646
29,SDP,1986,0.261,0.321,0.388,629,917,484,16.9,4.0,32,5.82,1.39,0.252,0.279,7.6,0.978,-67,0.4567901234567901
30,SFG,1986,0.253,0.322,0.375,637,1087,536,26.3,3.36,35,6.11,1.27,0.231,0.262,13.5,0.977,80,0.5123456790123457
1,CAL,1987,0.252,0.326,0.401,709,926,590,19.3,4.38,36,5.81,1.36,0.261,0.28,13.5,0.981,-33,0.46296296296296297
2,BAL,1987,0.258,0.322,0.418,701,939,524,14.0,5.01,30,5.44,1.46,0.273,0.288,8.0,0.982,-151,0.41358024691358025
3,BOS,1987,0.278,0.352,0.43,802,825,606,21.3,4.78,16,6.48,1.46,0.277,0.31,15.9,0.982,17,0.48148148148148145
4,CHW,1987,0.258,0.319,0.415,706,971,487,23.0,4.3,37,4.92,1.36,0.256,0.269,9.3,0.981,2,0.47530864197530864
5,CLE,1987,0.263,0.324,0.422,691,977,489,10.6,5.28,25,5.37,1.53,0.273,0.288,4.3,0.975,-215,0.3765432098765432
6,DET,1987,0.272,0.349,0.451,840,913,653,30.4,4.02,31,6.03,1.37,0.252,0.277,18.3,0.98,161,0.6049382716049383
7,KCR,1987,0.262,0.328,0.412,677,1034,523,14.5,3.87,26,5.83,1.38,0.258,0.289,20.9,0.979,24,0.5123456790123457
8,MIN,1987,0.261,0.328,0.43,733,898,523,15.4,4.67,39,6.24,1.42,0.262,0.286,11.5,0.984,-20,0.5246913580246914
9,NYY,1987,0.262,0.336,0.418,749,949,604,21.6,4.39,47,5.6,1.39,0.261,0.283,14.6,0.983,30,0.5493827160493827
10,OAK,1987,0.26,0.333,0.428,761,1056,593,20.7,4.4,40,6.49,1.36,0.254,0.284,16.2,0.977,17,0.5
11,SEA,1987,0.272,0.335,0.428,717,863,500,16.1,4.52,33,5.78,1.4,0.266,0.288,18.2,0.98,-41,0.48148148148148145
13,TEX,1987,0.266,0.333,0.43,772,1081,567,14.3,4.63,27,6.87,1.49,0.249,0.278,9.2,0.976,-26,0.46296296296296297
14,TOR,1987,0.269,0.336,0.446,790,970,555,27.8,3.74,43,6.59,1.3,0.24,0.271,21.1,0.982,190,0.5925925925925926
16,ATL,1987,0.258,0.339,0.403,696,834,641,13.7,4.63,32,5.28,1.48,0.271,0.294,9.8,0.982,-82,0.42857142857142855
17,CHC,1987,0.264,0.326,0.432,683,1064,504,11.2,4.56,48,6.42,1.5,0.269,0.305,14.8,0.979,-81,0.4720496894409938
18,CIN,1987,0.266,0.33,0.427,747,928,514,21.1,4.24,44,5.69,1.36,0.262,0.287,14.7,0.979,31,0.5185185185185185
21,HOU,1987,0.253,0.318,0.373,603,936,526,11.9,3.85,33,7.1,1.31,0.245,0.285,18.3,0.981,-30,0.4691358024691358
22,LAD,1987,0.252,0.309,0.371,594,923,445,7.5,3.72,32,6.79,1.36,0.251,0.291,18.0,0.975,-40,0.4506172839506173
23,MIL,1987,0.276,0.346,0.428,832,1040,598,17.8,4.62,45,6.39,1.42,0.267,0.301,19.9,0.976,45,0.5617283950617284
24,MON,1987,0.265,0.328,0.401,695,918,501,16.1,3.92,50,6.28,1.29,0.251,0.284,18.7,0.976,21,0.5617283950617284
25,NYM,1987,0.268,0.339,0.434,771,1012,592,30.8,3.84,51,6.39,1.32,0.249,0.284,17.4,0.978,125,0.5679012345679012
26,PHI,1987,0.254,0.327,0.41,662,1109,587,19.6,4.18,48,5.45,1.41,0.257,0.28,8.5,0.98,-47,0.49382716049382713
27,PIT,1987,0.264,0.33,0.403,684,914,535,26.7,4.2,39,5.69,1.34,0.248,0.271,12.8,0.98,-21,0.49382716049382713
28,STL,1987,0.263,0.34,0.378,746,933,644,22.1,3.94,48,5.36,1.38,0.261,0.289,14.3,0.982,105,0.5864197530864198
29,SDP,1987,0.26,0.332,0.378,621,992,577,20.4,4.28,33,5.63,1.4,0.252,0.273,8.3,0.976,-95,0.4012345679012346
30,SFG,1987,0.26,0.324,0.43,731,1094,511,26.1,3.7,38,6.35,1.33,0.25,0.284,16.0,0.98,114,0.5555555555555556
1,CAL,1988,0.261,0.321,0.385,659,819,469,15.4,4.31,33,5.05,1.42,0.264,0.289,13.1,0.979,-57,0.46296296296296297
2,BAL,1988,0.238,0.305,0.359,517,869,504,7.1,4.55,26,4.51,1.43,0.27,0.287,6.3,0.981,-239,0.33540372670807456
3,BOS,1988,0.283,0.357,0.42,760,728,623,31.7,3.98,37,6.85,1.34,0.255,0.294,18.7,0.984,124,0.5493827160493827
4,CHW,1988,0.244,0.303,0.37,573,908,446,9.6,4.13,43,4.71,1.39,0.26,0.28,7.9,0.976,-126,0.4409937888198758
5,CLE,1988,0.261,0.314,0.387,629,866,416,9.2,4.19,46,5.1,1.35,0.265,0.292,18.9,0.98,-65,0.48148148148148145
6,DET,1988,0.25,0.324,0.378,650,841,588,22.5,3.72,36,5.54,1.29,0.244,0.267,14.4,0.982,45,0.5432098765432098
7,KCR,1988,0.259,0.321,0.391,671,944,486,16.9,3.65,32,5.58,1.32,0.255,0.288,19.3,0.98,56,0.5217391304347826
8,MIN,1988,0.274,0.34,0.421,710,832,528,26.4,3.94,52,5.64,1.33,0.262,0.29,15.7,0.986,87,0.5617283950617284
9,NYY,1988,0.263,0.333,0.395,713,935,588,20.7,4.27,43,5.32,1.37,0.263,0.286,10.9,0.978,24,0.5279503105590062
10,OAK,1988,0.263,0.336,0.399,752,926,580,31.4,3.44,64,5.94,1.29,0.243,0.275,17.6,0.983,180,0.6419753086419753
11,SEA,1988,0.257,0.317,0.398,617,787,461,14.2,4.19,28,6.18,1.36,0.252,0.284,17.1,0.979,-80,0.422360248447205
13,TEX,1988,0.252,0.32,0.368,589,1022,542,16.3,4.07,31,5.71,1.37,0.239,0.267,10.9,0.979,-98,0.43478260869565216
14,TOR,1988,0.268,0.332,0.419,706,935,521,29.0,3.8,47,5.61,1.33,0.252,0.278,10.8,0.982,83,0.5370370370370371
16,ATL,1988,0.242,0.298,0.348,527,848,432,1.5,4.1,25,5.04,1.39,0.261,0.288,11.0,0.976,-186,0.3375
17,CHC,1988,0.261,0.31,0.383,612,910,403,16.1,3.88,29,5.51,1.35,0.26,0.291,14.4,0.98,-34,0.47530864197530864
18,CIN,1988,0.246,0.309,0.368,588,922,479,24.9,3.35,43,5.78,1.22,0.232,0.26,13.8,0.98,45,0.5403726708074534
21,HOU,1988,0.244,0.306,0.351,575,840,474,15.4,3.41,40,6.4,1.23,0.236,0.27,11.2,0.978,-14,0.5061728395061729
22,LAD,1988,0.248,0.305,0.352,587,947,437,20.0,2.96,49,6.33,1.21,0.232,0.272,19.7,0.977,84,0.5838509316770186
23,MIL,1988,0.257,0.314,0.375,632,911,439,15.9,3.45,51,5.17,1.24,0.243,0.267,17.9,0.981,66,0.5370370370370371
24,MON,1988,0.251,0.309,0.373,575,1053,454,23.5,3.1,43,5.6,1.2,0.233,0.26,11.7,0.978,36,0.5
25,NYM,1988,0.256,0.325,0.396,659,842,544,29.9,2.91,46,6.88,1.15,0.23,0.276,25.6,0.981,171,0.625
26,PHI,1988,0.239,0.306,0.355,567,981,489,9.2,4.16,36,5.39,1.45,0.258,0.287,5.0,0.976,-137,0.40372670807453415
27,PIT,1988,0.247,0.317,0.369,619,947,553,25.6,3.47,46,4.94,1.26,0.244,0.268,11.7,0.98,35,0.53125
28,STL,1988,0.249,0.309,0.337,535,827,484,14.2,3.47,42,5.39,1.27,0.246,0.277,15.4,0.981,-55,0.4691358024691358
29,SDP,1988,0.247,0.31,0.351,566,892,494,21.2,3.28,39,5.5,1.22,0.241,0.27,16.0,0.981,11,0.515527950310559
30,SFG,1988,0.248,0.318,0.368,629,1023,550,25.3,3.4,42,5.39,1.19,0.236,0.265,16.3,0.98,44,0.5123456790123457
1,CAL,1989,0.256,0.311,0.386,624,1011,429,22.2,3.28,38,5.55,1.27,0.248,0.278,20.1,0.985,91,0.5617283950617284
2,BAL,1989,0.252,0.326,0.379,659,957,593,21.9,4.0,44,4.2,1.38,0.267,0.284,9.5,0.986,22,0.5370370370370371
3,BOS,1989,0.277,0.351,0.403,716,755,643,27.4,4.01,42,6.5,1.37,0.256,0.294,16.2,0.98,39,0.5123456790123457
4,CHW,1989,0.271,0.328,0.383,661,873,464,15.7,4.25,46,4.92,1.41,0.263,0.284,4.1,0.975,-57,0.42857142857142855
5,CLE,1989,0.245,0.31,0.365,567,934,499,9.7,3.65,38,5.23,1.29,0.252,0.28,18.8,0.981,-50,0.4506172839506173
6,DET,1989,0.242,0.318,0.351,564,899,585,10.1,4.54,26,5.24,1.52,0.268,0.293,4.9,0.979,-199,0.36419753086419754
7,KCR,1989,0.261,0.329,0.373,653,897,554,15.4,3.55,38,6.06,1.29,0.253,0.293,23.6,0.982,55,0.5679012345679012
8,MIN,1989,0.276,0.334,0.402,691,743,478,20.0,4.28,38,5.36,1.4,0.265,0.291,10.7,0.982,2,0.49382716049382713
9,NYY,1989,0.269,0.331,0.391,657,831,502,24.4,4.54,44,5.01,1.46,0.276,0.3,7.5,0.98,-94,0.45962732919254656
10,OAK,1989,0.261,0.331,0.381,659,855,562,27.4,3.13,57,5.78,1.24,0.235,0.266,16.5,0.979,136,0.6111111111111112
11,SEA,1989,0.257,0.32,0.384,653,838,489,15.9,4.01,44,5.61,1.38,0.255,0.286,16.7,0.977,-34,0.4506172839506173
13,TEX,1989,0.263,0.326,0.394,654,989,503,20.5,3.92,44,6.98,1.35,0.234,0.274,17.0,0.978,-19,0.5123456790123457
14,TOR,1989,0.26,0.323,0.398,685,923,521,21.9,3.59,38,5.21,1.29,0.25,0.279,22.2,0.98,80,0.5493827160493827
16,ATL,1989,0.234,0.298,0.35,544,996,485,8.8,3.71,33,6.01,1.27,0.244,0.278,19.0,0.976,-96,0.39375
17,CHC,1989,0.261,0.319,0.387,653,921,472,20.4,3.43,55,5.66,1.3,0.244,0.276,16.1,0.98,79,0.5740740740740741
18,CIN,1989,0.247,0.309,0.37,588,1028,493,11.3,3.74,37,6.03,1.34,0.247,0.28,15.9,0.981,-59,0.46296296296296297
21,HOU,1989,0.239,0.306,0.345,598,860,530,19.7,3.66,38,5.87,1.3,0.241,0.274,10.8,0.977,-22,0.5308641975308642
22,LAD,1989,0.24,0.306,0.339,513,885,507,14.0,2.95,36,6.47,1.22,0.232,0.272,19.6,0.981,18,0.48125
23,MIL,1989,0.259,0.318,0.382,660,791,455,13.7,3.8,45,5.1,1.34,0.26,0.285,12.7,0.975,28,0.5
24,MON,1989,0.247,0.319,0.361,587,958,572,17.7,3.48,35,6.49,1.27,0.24,0.277,15.3,0.979,2,0.5
25,NYM,1989,0.246,0.311,0.385,633,934,504,29.0,3.3,38,6.86,1.23,0.227,0.265,16.7,0.976,88,0.5370370370370371
26,PHI,1989,0.243,0.314,0.364,594,926,558,10.1,4.07,33,5.64,1.41,0.253,0.283,7.3,0.979,-106,0.41358024691358025
27,PIT,1989,0.241,0.311,0.359,584,914,563,21.8,3.65,40,5.0,1.3,0.243,0.266,9.3,0.975,-43,0.4567901234567901
28,STL,1989,0.258,0.321,0.363,587,848,507,29.7,3.37,43,5.2,1.24,0.238,0.268,16.4,0.983,24,0.5308641975308642
29,SDP,1989,0.251,0.319,0.369,598,1013,552,14.4,3.38,52,5.76,1.26,0.243,0.271,15.0,0.976,16,0.5493827160493827
30,SFG,1989,0.25,0.316,0.39,647,1071,508,31.0,3.3,47,4.95,1.23,0.238,0.26,10.1,0.982,99,0.5679012345679012
1,CAL,1990,0.26,0.329,0.391,646,1000,566,16.3,3.81,42,5.84,1.39,0.263,0.3,20.2,0.978,-16,0.49382716049382713
2,BAL,1990,0.245,0.33,0.37,623,962,660,21.1,4.07,43,4.87,1.38,0.259,0.276,7.4,0.985,-29,0.4720496894409938
3,BOS,1990,0.272,0.344,0.395,660,795,598,15.2,3.72,44,6.22,1.36,0.257,0.298,23.6,0.98,35,0.5432098765432098
4,CHW,1990,0.258,0.32,0.379,637,903,478,19.1,3.61,68,5.68,1.28,0.239,0.27,16.4,0.98,49,0.5802469135802469
5,CLE,1990,0.267,0.324,0.391,675,836,458,17.9,4.27,47,5.42,1.41,0.265,0.289,8.1,0.981,-5,0.47530864197530864
6,DET,1990,0.259,0.337,0.409,714,952,634,22.5,4.39,45,5.39,1.44,0.254,0.276,6.4,0.979,-4,0.4876543209876543
7,KCR,1990,0.267,0.328,0.395,660,879,498,13.5,3.93,33,6.37,1.41,0.259,0.299,13.9,0.98,-2,0.4658385093167702
8,MIN,1990,0.265,0.324,0.385,625,749,445,12.4,4.14,43,5.47,1.39,0.268,0.298,14.4,0.983,-63,0.4567901234567901
9,NYY,1990,0.241,0.3,0.366,561,1027,427,10.1,4.23,41,5.66,1.42,0.256,0.284,10.7,0.98,-146,0.41358024691358025
10,OAK,1990,0.254,0.336,0.391,693,992,651,36.4,3.18,64,5.14,1.22,0.234,0.256,14.5,0.986,163,0.6358024691358025
11,SEA,1990,0.259,0.333,0.373,610,749,596,20.7,3.72,41,6.63,1.33,0.239,0.277,19.5,0.979,-40,0.47530864197530864
13,TEX,1990,0.259,0.331,0.376,641,1054,575,19.1,3.83,36,6.21,1.36,0.244,0.279,16.3,0.979,-20,0.5123456790123457
14,TOR,1990,0.265,0.328,0.419,729,970,526,26.5,3.84,48,5.52,1.29,0.256,0.282,17.4,0.986,106,0.5308641975308642
16,ATL,1990,0.25,0.311,0.396,636,1010,473,11.2,4.58,30,5.9,1.47,0.268,0.302,13.0,0.974,-139,0.4012345679012346
17,CHC,1990,0.263,0.314,0.392,649,869,406,9.6,4.34,42,5.47,1.44,0.264,0.294,13.1,0.98,-84,0.47530864197530864
18,CIN,1990,0.265,0.325,0.399,644,913,466,20.3,3.4,50,6.36,1.29,0.241,0.276,21.2,0.983,96,0.5617283950617284
21,HOU,1990,0.242,0.313,0.345,536,997,548,10.5,3.62,37,5.3,1.3,0.249,0.274,8.5,0.978,-83,0.46296296296296297
22,LAD,1990,0.262,0.328,0.382,669,952,538,22.5,3.74,29,6.37,1.28,0.245,0.278,14.1,0.979,43,0.5308641975308642
23,MIL,1990,0.256,0.32,0.384,680,821,519,14.0,4.11,42,4.8,1.4,0.27,0.294,13.6,0.976,-28,0.4567901234567901
24,MON,1990,0.25,0.322,0.37,607,1024,576,17.5,3.37,50,6.05,1.26,0.24,0.271,14.5,0.982,64,0.5246913580246914
25,NYM,1990,0.256,0.323,0.408,734,851,536,26.4,3.43,41,7.61,1.24,0.242,0.29,24.4,0.978,162,0.5617283950617284
26,PHI,1990,0.255,0.327,0.363,619,915,582,21.3,4.09,35,5.22,1.4,0.248,0.272,7.8,0.981,-83,0.47530864197530864
27,PIT,1990,0.259,0.33,0.405,693,914,582,31.7,3.4,43,5.27,1.23,0.246,0.27,13.8,0.979,114,0.5864197530864198
28,STL,1990,0.256,0.32,0.358,554,844,517,20.4,3.88,39,5.19,1.32,0.255,0.284,17.5,0.979,-99,0.43209876543209874
29,SDP,1990,0.257,0.32,0.38,628,902,509,14.8,3.68,35,5.71,1.33,0.253,0.28,14.4,0.977,0,0.46296296296296297
30,SFG,1990,0.262,0.323,0.396,681,973,488,23.4,4.08,45,4.9,1.4,0.261,0.284,7.8,0.983,9,0.5246913580246914
1,CAL,1991,0.255,0.314,0.374,607,928,448,8.2,3.69,50,6.18,1.31,0.247,0.278,18.3,0.984,4,0.5
2,BAL,1991,0.254,0.319,0.401,660,974,528,22.3,4.59,42,5.36,1.4,0.268,0.295,13.9,0.985,-110,0.41358024691358025
3,BOS,1991,0.269,0.34,0.401,691,820,593,22.1,4.02,45,6.25,1.34,0.252,0.285,15.8,0.981,19,0.5185185185185185
4,CHW,1991,0.262,0.336,0.391,722,896,610,28.6,3.8,40,5.62,1.29,0.234,0.256,10.9,0.982,77,0.5370370370370371
5,CLE,1991,0.254,0.313,0.35,546,888,449,4.7,4.24,33,5.38,1.38,0.27,0.302,20.9,0.976,-183,0.35185185185185186
6,DET,1991,0.247,0.333,0.416,778,1185,699,29.6,4.54,38,4.59,1.49,0.274,0.294,9.5,0.983,23,0.5185185185185185
7,KCR,1991,0.264,0.328,0.394,689,969,523,14.7,3.92,41,6.16,1.37,0.257,0.296,19.5,0.98,5,0.5061728395061729
8,MIN,1991,0.28,0.344,0.42,733,747,526,27.4,3.69,53,5.44,1.3,0.251,0.276,15.2,0.985,124,0.5864197530864198
9,NYY,1991,0.256,0.316,0.387,630,861,473,10.6,4.43,37,5.83,1.4,0.267,0.297,15.1,0.979,-103,0.4382716049382716
10,OAK,1991,0.248,0.331,0.389,716,981,642,24.1,4.57,49,5.56,1.44,0.255,0.28,5.2,0.982,-16,0.5185185185185185
11,SEA,1991,0.255,0.328,0.383,665,811,588,12.1,3.79,48,6.16,1.38,0.248,0.281,14.3,0.983,28,0.5123456790123457
13,TEX,1991,0.27,0.341,0.424,774,1039,596,25.1,4.47,41,6.22,1.45,0.257,0.29,10.1,0.979,15,0.5246913580246914
14,TOR,1991,0.257,0.322,0.4,649,1043,499,19.8,3.5,60,5.97,1.25,0.234,0.264,22.7,0.98,62,0.5617283950617284
16,ATL,1991,0.258,0.328,0.393,704,906,563,14.3,3.49,48,6.0,1.23,0.235,0.266,17.8,0.978,105,0.5802469135802469
17,CHC,1991,0.253,0.309,0.39,654,879,442,17.5,4.05,40,5.73,1.34,0.25,0.282,15.1,0.982,-39,0.48125
18,CIN,1991,0.258,0.32,0.403,654,1006,488,23.4,3.83,43,6.23,1.34,0.247,0.282,16.5,0.979,-2,0.4567901234567901
21,HOU,1991,0.244,0.309,0.347,570,1027,502,15.5,4.0,36,6.4,1.38,0.242,0.276,5.6,0.974,-112,0.4012345679012346
22,LAD,1991,0.253,0.326,0.359,605,957,583,19.5,3.07,40,6.35,1.24,0.236,0.274,19.8,0.98,100,0.5740740740740741
23,MIL,1991,0.271,0.336,0.396,750,802,556,18.8,4.18,41,5.28,1.38,0.261,0.286,10.2,0.981,55,0.5123456790123457
24,MON,1991,0.246,0.308,0.357,536,1056,484,16.5,3.64,39,5.68,1.31,0.239,0.27,10.9,0.979,-76,0.4409937888198758
25,NYM,1991,0.244,0.317,0.365,605,789,578,13.3,3.56,39,6.44,1.26,0.251,0.29,21.5,0.977,-6,0.4782608695652174
26,PHI,1991,0.241,0.303,0.358,590,1026,490,12.2,3.86,35,6.08,1.38,0.24,0.273,9.8,0.981,-51,0.48148148148148145
27,PIT,1991,0.263,0.338,0.398,725,901,620,31.0,3.44,51,5.68,1.24,0.251,0.283,16.8,0.981,136,0.6049382716049383
28,STL,1991,0.255,0.322,0.357,599,857,532,20.5,3.69,51,5.15,1.27,0.249,0.275,13.8,0.982,3,0.5185185185185185
29,SDP,1991,0.244,0.31,0.362,591,1069,501,20.4,3.58,47,5.71,1.27,0.246,0.273,16.1,0.982,-10,0.5185185185185185
30,SFG,1991,0.246,0.309,0.381,605,973,471,22.1,4.03,45,5.65,1.35,0.252,0.278,6.9,0.982,-48,0.46296296296296297
1,CAL,1992,0.243,0.301,0.338,537,882,416,1.8,3.84,42,5.53,1.37,0.26,0.289,16.9,0.979,-92,0.4444444444444444
2,BAL,1992,0.259,0.34,0.398,680,827,647,25.4,3.79,48,5.2,1.32,0.252,0.277,17.4,0.985,49,0.5493827160493827
3,BOS,1992,0.246,0.321,0.347,567,865,591,3.0,3.63,39,5.86,1.34,0.251,0.285,20.4,0.978,-70,0.4506172839506173
4,CHW,1992,0.261,0.336,0.383,686,784,622,26.9,3.84,52,4.99,1.33,0.248,0.271,13.2,0.979,48,0.5308641975308642
5,CLE,1992,0.266,0.323,0.383,637,885,448,19.2,4.11,46,5.45,1.41,0.263,0.288,9.7,0.978,-72,0.4691358024691358
6,DET,1992,0.256,0.337,0.407,746,1055,675,27.4,4.61,36,4.34,1.46,0.271,0.287,6.1,0.981,-3,0.46296296296296297
7,KCR,1992,0.256,0.315,0.364,568,741,439,7.6,3.81,44,5.19,1.34,0.254,0.282,15.1,0.98,-57,0.4444444444444444
8,MIN,1992,0.277,0.341,0.391,701,834,527,23.9,3.72,50,5.72,1.29,0.25,0.281,19.8,0.985,94,0.5555555555555556
9,NYY,1992,0.261,0.328,0.406,703,903,536,22.8,4.22,44,5.27,1.42,0.259,0.286,13.3,0.982,-13,0.4691358024691358
10,OAK,1992,0.258,0.346,0.386,693,831,707,30.5,3.73,58,5.24,1.38,0.251,0.276,10.1,0.979,73,0.5925925925925926
11,SEA,1992,0.263,0.323,0.402,638,841,474,15.3,4.55,30,5.57,1.47,0.261,0.291,9.3,0.982,-120,0.3950617283950617
13,TEX,1992,0.25,0.321,0.393,647,1036,550,14.7,4.1,42,6.37,1.42,0.259,0.3,18.3,0.975,-71,0.47530864197530864
14,TOR,1992,0.263,0.333,0.414,737,933,561,29.1,3.92,49,5.96,1.31,0.244,0.275,18.6,0.984,98,0.5925925925925926
16,ATL,1992,0.254,0.316,0.388,641,924,493,25.2,3.14,41,5.84,1.24,0.238,0.273,18.8,0.982,113,0.6049382716049383
17,CHC,1992,0.254,0.307,0.364,566,816,417,14.4,3.39,37,5.52,1.3,0.24,0.269,11.9,0.982,-31,0.48148148148148145
18,CIN,1992,0.26,0.328,0.382,606,888,563,20.5,3.46,55,6.58,1.26,0.246,0.286,20.9,0.984,51,0.5555555555555556
21,HOU,1992,0.246,0.313,0.359,582,1025,506,20.9,3.74,45,6.03,1.32,0.246,0.28,8.0,0.981,-60,0.5
22,LAD,1992,0.248,0.313,0.339,499,899,503,6.1,3.41,29,6.14,1.36,0.25,0.29,15.8,0.972,-88,0.3888888888888889
23,MIL,1992,0.268,0.33,0.375,683,779,511,19.5,3.43,39,4.9,1.22,0.242,0.262,16.2,0.986,136,0.5679012345679012
24,MON,1992,0.252,0.313,0.37,601,976,463,21.6,3.25,49,6.22,1.24,0.233,0.27,15.3,0.98,67,0.5370370370370371
25,NYM,1992,0.235,0.31,0.342,564,956,572,9.6,3.68,34,6.38,1.3,0.251,0.292,17.5,0.981,-54,0.4444444444444444
26,PHI,1992,0.253,0.32,0.377,639,1059,509,22.3,4.13,34,5.36,1.36,0.25,0.279,7.5,0.978,-31,0.43209876543209874
27,PIT,1992,0.255,0.324,0.381,656,872,569,25.1,3.35,43,5.13,1.26,0.248,0.277,12.1,0.984,98,0.5925925925925926
28,STL,1992,0.262,0.323,0.375,599,996,495,23.0,3.38,47,5.12,1.22,0.246,0.271,13.0,0.985,27,0.5123456790123457
29,SDP,1992,0.255,0.313,0.386,576,864,453,23.5,3.58,46,5.98,1.29,0.255,0.29,18.1,0.982,-19,0.5061728395061729
30,SFG,1992,0.244,0.302,0.355,532,1067,435,15.5,3.61,30,5.71,1.29,0.247,0.277,9.5,0.982,-73,0.4444444444444444
1,CAL,1993,0.26,0.331,0.38,644,930,564,6.7,4.36,41,5.3,1.42,0.265,0.289,13.9,0.98,-86,0.4382716049382716
2,BAL,1993,0.267,0.346,0.413,744,930,655,27.8,4.32,42,5.61,1.39,0.256,0.282,14.1,0.984,41,0.5246913580246914
3,BOS,1993,0.264,0.33,0.395,644,871,508,17.1,3.8,44,6.18,1.33,0.246,0.28,19.8,0.98,-12,0.49382716049382713
4,CHW,1993,0.265,0.338,0.411,731,834,604,26.7,3.72,48,6.03,1.35,0.251,0.285,19.3,0.982,112,0.5802469135802469
5,CLE,1993,0.275,0.335,0.409,747,843,488,17.9,4.58,45,5.53,1.51,0.277,0.301,7.0,0.976,-23,0.4691358024691358
6,DET,1993,0.275,0.362,0.434,853,1122,765,25.7,4.7,36,5.19,1.45,0.271,0.289,8.9,0.979,62,0.5246913580246914
7,KCR,1993,0.263,0.32,0.397,641,936,428,11.4,4.04,48,6.13,1.35,0.249,0.287,21.9,0.984,-19,0.5185185185185185
8,MIN,1993,0.264,0.327,0.385,642,850,493,5.5,4.73,44,5.61,1.46,0.278,0.308,15.4,0.984,-137,0.4382716049382716
9,NYY,1993,0.279,0.353,0.435,793,910,629,32.7,4.37,38,5.63,1.4,0.261,0.285,11.9,0.983,60,0.5432098765432098
10,OAK,1993,0.254,0.33,0.394,679,1048,622,14.9,4.9,42,5.35,1.54,0.271,0.296,6.8,0.982,-131,0.41975308641975306
11,SEA,1993,0.26,0.339,0.406,681,901,624,21.0,4.2,41,6.71,1.39,0.255,0.295,18.7,0.985,3,0.5061728395061729
13,TEX,1993,0.267,0.329,0.431,780,984,483,20.1,4.28,45,5.99,1.42,0.262,0.294,15.1,0.979,84,0.5308641975308642
14,TOR,1993,0.279,0.35,0.436,796,861,588,28.6,4.22,50,6.39,1.43,0.257,0.293,18.8,0.982,105,0.5864197530864198
16,ATL,1993,0.262,0.331,0.408,712,946,560,30.5,3.14,46,6.41,1.22,0.235,0.273,25.8,0.983,208,0.6419753086419753
17,CHC,1993,0.27,0.325,0.414,706,923,446,26.6,4.18,56,5.62,1.37,0.267,0.295,13.3,0.982,-1,0.5185185185185185
