teamIDfg,Team,Season,AVG,OBP,SLG,RBI,batter_SO,batter_BB,batter_war,ERA,SV,K/9,WHIP,oppenent_avg,BABIP,pitcher_war,FP,run_diff,Win_Percentage
11,SEA,2007,0.287,0.337,0.425,754,861,389,15.3,4.77,43,6.4,1.48,0.277,0.315,14.2,0.985,-19,0.5432098765432098
12,TBD,2007,0.268,0.336,0.433,750,1324,545,17.6,5.53,28,7.52,1.55,0.286,0.331,9.2,0.98,-162,0.4074074074074074
13,TEX,2007,0.263,0.328,0.426,768,1224,503,15.1,4.76,42,6.14,1.53,0.27,0.303,9.2,0.98,-28,0.46296296296296297
14,TOR,2007,0.259,0.327,0.419,719,1044,533,16.2,4.0,44,6.63,1.29,0.248,0.282,17.5,0.984,54,0.5123456790123457
15,ARI,2007,0.25,0.321,0.413,687,1111,532,10.0,4.13,51,6.8,1.38,0.258,0.293,16.0,0.983,-20,0.5555555555555556
16,ATL,2007,0.275,0.339,0.435,781,1149,534,27.2,4.11,36,6.83,1.36,0.254,0.288,13.1,0.983,77,0.5185185185185185
17,CHC,2007,0.271,0.333,0.422,711,1054,500,21.1,4.04,39,7.53,1.32,0.241,0.281,17.7,0.984,62,0.5246913580246914
18,CIN,2007,0.267,0.335,0.436,747,1113,536,15.5,4.95,34,6.63,1.44,0.277,0.31,15.0,0.984,-70,0.4444444444444444
19,COL,2007,0.28,0.354,0.437,823,1152,622,23.1,4.32,39,5.91,1.36,0.261,0.29,16.5,0.989,102,0.5521472392638037
20,FLA,2007,0.267,0.336,0.448,749,1332,521,20.7,4.96,40,7.12,1.58,0.278,0.321,8.3,0.977,-101,0.4382716049382716
21,HOU,2007,0.26,0.33,0.412,700,1043,547,12.4,4.7,38,6.81,1.42,0.268,0.3,11.8,0.983,-90,0.4506172839506173
22,LAD,2007,0.275,0.337,0.406,706,864,511,16.8,4.2,43,7.35,1.35,0.256,0.301,20.0,0.981,8,0.5061728395061729
23,MIL,2007,0.262,0.329,0.456,774,1137,501,25.1,4.44,49,7.32,1.4,0.264,0.308,18.8,0.982,25,0.5123456790123457
24,WSN,2007,0.256,0.325,0.39,646,1128,524,13.2,4.58,46,5.79,1.44,0.263,0.286,4.4,0.982,-110,0.4506172839506173
25,NYM,2007,0.275,0.342,0.432,761,981,549,27.7,4.27,39,7.03,1.37,0.25,0.287,14.6,0.983,54,0.5432098765432098
26,PHI,2007,0.274,0.354,0.458,850,1205,641,34.9,4.76,42,6.48,1.45,0.27,0.301,9.9,0.986,71,0.5493827160493827
27,PIT,2007,0.263,0.325,0.411,694,1135,463,12.5,4.94,32,6.2,1.48,0.281,0.315,10.9,0.986,-122,0.41975308641975306
28,STL,2007,0.274,0.337,0.405,690,909,506,18.0,4.67,34,5.92,1.41,0.266,0.293,9.8,0.98,-104,0.48148148148148145
29,SDP,2007,0.251,0.322,0.411,704,1229,557,15.8,3.72,45,6.89,1.27,0.245,0.287,22.7,0.985,75,0.5460122699386503
30,SFG,2007,0.254,0.322,0.387,641,907,532,10.5,4.2,37,6.54,1.4,0.255,0.293,16.0,0.986,-37,0.4382716049382716
1,LAA,2008,0.268,0.33,0.413,721,987,481,17.6,4.0,66,6.86,1.32,0.258,0.296,17.5,0.985,68,0.6172839506172839
2,BAL,2008,0.267,0.333,0.429,750,990,533,19.0,5.15,35,5.84,1.56,0.272,0.298,3.4,0.983,-87,0.422360248447205
3,BOS,2008,0.28,0.358,0.447,807,1068,646,32.9,4.01,47,7.37,1.33,0.246,0.289,18.4,0.986,151,0.5864197530864198
4,CHW,2008,0.263,0.332,0.448,785,1016,540,15.5,4.11,34,7.08,1.32,0.258,0.298,24.1,0.983,82,0.5460122699386503
5,CLE,2008,0.262,0.339,0.424,772,1213,560,24.0,4.46,31,6.18,1.37,0.27,0.301,13.2,0.985,44,0.5
6,DET,2008,0.271,0.34,0.444,780,1076,572,16.8,4.91,34,6.17,1.51,0.27,0.302,8.3,0.981,-36,0.4567901234567901
7,KCR,2008,0.269,0.32,0.397,650,1005,392,7.4,4.5,44,6.75,1.38,0.26,0.298,16.7,0.984,-90,0.46296296296296297
8,MIN,2008,0.279,0.34,0.408,791,979,529,19.3,4.18,42,6.14,1.35,0.271,0.301,12.8,0.982,84,0.5398773006134969
9,NYY,2008,0.271,0.342,0.427,758,1015,535,21.3,4.28,42,7.12,1.36,0.262,0.307,16.9,0.986,62,0.5493827160493827
10,OAK,2008,0.242,0.318,0.369,610,1226,574,14.7,4.01,33,6.65,1.35,0.249,0.287,14.6,0.984,-44,0.4658385093167702
11,SEA,2008,0.265,0.318,0.389,631,890,417,7.6,4.73,36,6.37,1.51,0.271,0.307,9.4,0.984,-140,0.3765432098765432
12,TBR,2008,0.26,0.34,0.422,735,1224,626,29.2,3.82,52,7.06,1.29,0.242,0.277,19.2,0.985,103,0.5987654320987654
13,TEX,2008,0.283,0.354,0.462,867,1207,595,23.5,5.37,36,6.01,1.58,0.284,0.315,9.2,0.978,-66,0.4876543209876543
14,TOR,2008,0.264,0.331,0.399,681,938,521,17.3,3.49,44,7.37,1.24,0.24,0.284,22.3,0.986,104,0.5308641975308642
15,ARI,2008,0.251,0.327,0.415,683,1287,587,9.5,3.99,39,7.71,1.29,0.251,0.297,22.9,0.981,14,0.5061728395061729
16,ATL,2008,0.27,0.345,0.408,721,1023,618,24.5,4.47,26,6.72,1.41,0.256,0.293,8.0,0.983,-25,0.4444444444444444
17,CHC,2008,0.278,0.354,0.443,811,1186,636,30.1,3.87,44,7.84,1.29,0.238,0.281,20.6,0.983,184,0.6024844720496895
18,CIN,2008,0.247,0.321,0.408,677,1125,560,13.8,4.55,34,7.66,1.46,0.269,0.312,9.1,0.981,-96,0.4567901234567901
19,COL,2008,0.263,0.336,0.415,714,1209,570,8.1,4.77,36,6.48,1.46,0.27,0.309,19.5,0.985,-75,0.4567901234567901
20,FLA,2008,0.254,0.326,0.433,741,1371,543,18.5,4.44,36,7.07,1.4,0.253,0.29,15.1,0.98,3,0.5217391304347826
21,HOU,2008,0.263,0.323,0.415,684,1051,449,23.3,4.39,48,6.91,1.36,0.26,0.293,11.4,0.989,-31,0.5341614906832298
22,LAD,2008,0.264,0.333,0.399,659,1032,543,16.7,3.68,35,7.49,1.29,0.247,0.295,20.0,0.984,52,0.5185185185185185
23,MIL,2008,0.253,0.325,0.431,722,1203,550,24.6,3.87,45,6.86,1.33,0.251,0.285,14.6,0.984,61,0.5555555555555556
24,WSN,2008,0.251,0.323,0.373,608,1095,534,8.5,4.66,28,6.67,1.45,0.264,0.296,7.9,0.98,-184,0.36645962732919257
25,NYM,2008,0.266,0.34,0.42,751,1024,619,28.9,4.07,43,7.26,1.37,0.249,0.289,13.0,0.986,84,0.5493827160493827
26,PHI,2008,0.255,0.332,0.438,762,1117,586,32.8,3.89,47,6.71,1.36,0.256,0.292,14.9,0.985,119,0.5679012345679012
27,PIT,2008,0.258,0.32,0.403,705,1039,474,6.3,5.1,34,5.96,1.57,0.28,0.311,10.4,0.983,-149,0.41358024691358025
28,STL,2008,0.281,0.35,0.433,744,985,577,34.0,4.2,42,5.92,1.38,0.265,0.295,9.1,0.986,54,0.5308641975308642
29,SDP,2008,0.25,0.317,0.39,615,1259,518,13.8,4.41,30,6.79,1.39,0.258,0.294,12.7,0.986,-127,0.3888888888888889
30,SFG,2008,0.262,0.321,0.382,606,1044,452,10.3,4.38,41,7.74,1.43,0.252,0.3,14.8,0.983,-119,0.4444444444444444
1,LAA,2009,0.285,0.35,0.441,841,1054,547,29.1,4.45,51,6.61,1.41,0.267,0.301,13.7,0.986,122,0.5987654320987654
2,BAL,2009,0.268,0.332,0.415,708,1013,517,11.6,5.16,31,5.88,1.52,0.283,0.307,6.8,0.985,-135,0.3950617283950617
3,BOS,2009,0.27,0.352,0.454,822,1120,659,24.4,4.35,41,7.71,1.41,0.263,0.309,18.5,0.986,136,0.5864197530864198
4,CHW,2009,0.258,0.329,0.411,695,1022,534,8.6,4.16,36,7.0,1.35,0.256,0.294,20.2,0.981,-8,0.4876543209876543
5,CLE,2009,0.264,0.339,0.417,730,1211,582,14.5,5.07,25,6.19,1.51,0.275,0.305,9.9,0.984,-92,0.4012345679012346
6,DET,2009,0.26,0.331,0.416,718,1114,540,15.0,4.34,42,6.85,1.41,0.259,0.293,17.0,0.985,-2,0.5276073619631901
7,KCR,2009,0.259,0.318,0.405,657,1091,457,2.2,4.83,34,7.28,1.46,0.265,0.307,14.9,0.981,-156,0.4012345679012346
8,MIN,2009,0.274,0.345,0.429,770,1021,585,22.4,4.5,48,6.52,1.38,0.268,0.301,12.5,0.987,52,0.5337423312883436
9,NYY,2009,0.283,0.362,0.478,881,1014,663,33.8,4.28,51,7.82,1.35,0.247,0.29,19.3,0.985,162,0.6358024691358025
10,OAK,2009,0.262,0.328,0.397,723,1046,527,14.6,4.29,38,6.99,1.39,0.261,0.302,18.0,0.983,-2,0.46296296296296297
11,SEA,2009,0.258,0.314,0.402,613,1093,421,16.8,3.87,49,6.46,1.3,0.243,0.272,17.5,0.982,-52,0.5246913580246914
12,TBR,2009,0.263,0.343,0.439,765,1229,642,35.1,4.36,41,7.09,1.36,0.254,0.289,12.4,0.983,49,0.5185185185185185
13,TEX,2009,0.26,0.32,0.445,748,1253,472,19.0,4.38,45,6.37,1.37,0.257,0.288,14.9,0.982,44,0.5370370370370371
14,TOR,2009,0.266,0.333,0.44,766,1028,548,19.5,4.47,25,7.33,1.42,0.266,0.308,15.6,0.988,27,0.46296296296296297
15,ARI,2009,0.253,0.324,0.418,686,1298,571,17.5,4.44,36,7.2,1.38,0.258,0.298,13.5,0.98,-62,0.43209876543209874
16,ATL,2009,0.263,0.339,0.405,700,1064,602,22.2,3.57,38,7.58,1.32,0.249,0.299,19.7,0.985,94,0.5308641975308642
17,CHC,2009,0.255,0.332,0.407,678,1185,592,14.5,3.84,40,7.92,1.32,0.24,0.285,18.5,0.983,35,0.515527950310559
18,CIN,2009,0.247,0.318,0.394,637,1129,531,19.5,4.18,41,6.6,1.37,0.253,0.283,8.2,0.985,-50,0.48148148148148145
19,COL,2009,0.261,0.343,0.441,760,1277,660,18.9,4.24,45,7.22,1.36,0.255,0.299,21.0,0.986,89,0.5679012345679012
20,FLA,2009,0.268,0.34,0.416,727,1226,568,19.3,4.32,45,7.77,1.4,0.252,0.298,14.1,0.982,6,0.5370370370370371
21,HOU,2009,0.26,0.319,0.4,616,990,448,12.7,4.54,39,7.2,1.45,0.27,0.311,11.6,0.987,-127,0.4567901234567901
22,LAD,2009,0.27,0.346,0.412,739,1068,607,27.4,3.41,44,7.77,1.25,0.228,0.275,18.6,0.986,169,0.5864197530864198
23,MIL,2009,0.263,0.341,0.426,757,1231,610,24.6,4.84,44,6.92,1.47,0.264,0.295,5.2,0.984,-33,0.49382716049382713
24,WSN,2009,0.258,0.337,0.406,685,1208,617,15.1,5.02,33,5.76,1.52,0.27,0.296,4.9,0.977,-164,0.36419753086419754
25,NYM,2009,0.27,0.335,0.394,631,928,526,12.8,4.46,39,6.51,1.45,0.259,0.292,10.4,0.984,-86,0.43209876543209874
26,PHI,2009,0.258,0.334,0.447,788,1155,589,32.0,4.16,44,7.13,1.35,0.26,0.296,12.4,0.987,111,0.5740740740740741
27,PIT,2009,0.252,0.318,0.387,612,1142,499,10.5,4.59,28,5.83,1.45,0.269,0.3,12.6,0.988,-132,0.38509316770186336
28,STL,2009,0.263,0.332,0.415,694,1041,528,24.2,3.66,43,6.55,1.3,0.252,0.292,17.5,0.985,90,0.5617283950617284
29,SDP,2009,0.242,0.321,0.381,605,1182,586,15.5,4.37,45,7.36,1.4,0.253,0.294,11.1,0.984,-131,0.46296296296296297
30,SFG,2009,0.257,0.309,0.389,612,1158,392,16.6,3.55,41,8.1,1.28,0.231,0.279,19.7,0.985,46,0.5432098765432098
1,LAA,2010,0.248,0.311,0.39,656,1070,466,14.1,4.04,39,7.02,1.37,0.252,0.292,13.5,0.981,-21,0.49382716049382713
2,BAL,2010,0.259,0.316,0.386,577,1056,424,9.6,4.59,35,6.31,1.41,0.265,0.294,9.8,0.982,-172,0.4074074074074074
3,BOS,2010,0.268,0.339,0.451,782,1140,587,24.9,4.19,44,7.46,1.36,0.249,0.292,15.7,0.982,74,0.5493827160493827
4,CHW,2010,0.268,0.332,0.42,710,922,467,15.7,4.09,43,7.15,1.36,0.26,0.305,24.0,0.983,48,0.5432098765432098
5,CLE,2010,0.248,0.322,0.378,601,1184,545,11.0,4.3,34,6.07,1.43,0.264,0.297,9.7,0.982,-106,0.42592592592592593
6,DET,2010,0.268,0.335,0.415,717,1147,546,23.6,4.29,32,6.58,1.37,0.258,0.296,18.0,0.982,8,0.5
7,KCR,2010,0.274,0.331,0.399,640,905,471,9.9,4.97,44,6.48,1.46,0.271,0.304,9.3,0.98,-169,0.41358024691358025
8,MIN,2010,0.273,0.341,0.422,749,967,559,27.8,3.95,40,6.49,1.29,0.263,0.299,17.3,0.987,110,0.5802469135802469
9,NYY,2010,0.267,0.35,0.436,823,1136,662,31.2,4.06,39,7.2,1.31,0.245,0.281,16.4,0.988,166,0.5864197530864198
10,OAK,2010,0.256,0.324,0.378,619,1061,527,20.3,3.58,38,6.73,1.28,0.241,0.274,13.7,0.984,37,0.5
11,SEA,2010,0.236,0.298,0.339,485,1184,459,2.2,3.95,38,6.09,1.29,0.25,0.279,15.7,0.982,-185,0.3765432098765432
12,TBR,2010,0.247,0.333,0.403,769,1292,672,30.7,3.78,51,7.36,1.26,0.241,0.278,16.3,0.986,153,0.5925925925925926
13,TEX,2010,0.276,0.338,0.419,740,986,511,21.8,3.93,46,7.3,1.31,0.242,0.28,19.3,0.982,100,0.5555555555555556
14,TOR,2010,0.248,0.312,0.454,732,1164,471,23.7,4.23,45,7.4,1.35,0.253,0.297,15.3,0.985,27,0.5246913580246914
15,ARI,2010,0.25,0.325,0.416,691,1529,589,21.8,4.81,35,6.72,1.43,0.266,0.296,2.7,0.983,-123,0.4012345679012346
16,ATL,2010,0.258,0.339,0.401,699,1140,634,23.6,3.57,41,7.76,1.27,0.241,0.29,15.6,0.98,109,0.5617283950617284
17,CHC,2010,0.257,0.32,0.401,658,1236,479,13.8,4.24,40,7.94,1.4,0.25,0.298,13.8,0.979,-82,0.46296296296296297
18,CIN,2010,0.272,0.338,0.436,761,1218,522,35.7,4.02,43,7.0,1.33,0.25,0.288,12.8,0.988,105,0.5617283950617284
19,COL,2010,0.263,0.336,0.425,741,1274,585,13.5,4.14,35,7.7,1.34,0.253,0.302,21.6,0.984,53,0.5123456790123457
20,FLA,2010,0.254,0.321,0.403,686,1375,514,15.9,4.09,39,7.31,1.38,0.255,0.301,16.1,0.979,2,0.49382716049382713
21,HOU,2010,0.247,0.303,0.362,577,1025,415,5.4,4.09,45,7.57,1.39,0.257,0.305,15.5,0.983,-118,0.4691358024691358
22,LAD,2010,0.252,0.322,0.379,621,1184,533,13.3,4.01,41,7.95,1.29,0.239,0.287,16.8,0.984,-25,0.49382716049382713
23,MIL,2010,0.262,0.335,0.424,710,1216,546,30.0,4.59,35,7.87,1.44,0.261,0.308,7.4,0.983,-54,0.47530864197530864
24,WSN,2010,0.25,0.318,0.39,634,1220,503,16.6,4.13,37,6.7,1.38,0.26,0.297,10.4,0.979,-87,0.42592592592592593
25,NYM,2010,0.249,0.314,0.383,625,1095,502,15.1,3.73,36,6.85,1.36,0.255,0.296,14.1,0.986,4,0.4876543209876543
26,PHI,2010,0.26,0.332,0.413,736,1064,560,23.1,3.68,40,7.31,1.25,0.249,0.289,16.6,0.986,132,0.5987654320987654
27,PIT,2010,0.242,0.304,0.373,570,1207,463,1.4,5.0,31,6.54,1.49,0.275,0.311,6.4,0.979,-279,0.35185185185185186
28,STL,2010,0.263,0.332,0.402,689,1027,541,25.0,3.57,32,6.77,1.3,0.252,0.292,11.4,0.984,95,0.5308641975308642
29,SDP,2010,0.246,0.317,0.371,630,1183,538,23.6,3.41,49,8.0,1.25,0.237,0.286,16.3,0.988,84,0.5555555555555556
30,SFG,2010,0.257,0.321,0.408,660,1099,487,25.8,3.36,57,8.2,1.27,0.231,0.282,18.4,0.988,114,0.5679012345679012
1,LAA,2011,0.253,0.313,0.402,629,1086,442,23.8,3.57,39,6.5,1.27,0.247,0.282,15.0,0.985,34,0.5308641975308642
2,BAL,2011,0.257,0.316,0.413,684,1120,452,12.3,4.92,32,6.49,1.45,0.273,0.302,4.9,0.982,-152,0.42592592592592593
3,BOS,2011,0.28,0.349,0.461,842,1108,578,36.3,4.2,36,7.49,1.31,0.243,0.285,14.3,0.985,138,0.5555555555555556
4,CHW,2011,0.252,0.319,0.388,625,989,475,11.7,4.1,42,7.52,1.3,0.256,0.303,23.2,0.987,-52,0.4876543209876543
5,CLE,2011,0.25,0.317,0.396,671,1269,494,9.3,4.24,38,6.34,1.34,0.259,0.293,17.7,0.982,-56,0.49382716049382713
6,DET,2011,0.277,0.34,0.434,750,1143,521,23.1,4.04,52,6.97,1.32,0.253,0.292,16.7,0.983,76,0.5864197530864198
7,KCR,2011,0.275,0.329,0.415,705,1006,442,19.8,4.45,37,6.7,1.41,0.262,0.299,10.7,0.985,-32,0.4382716049382716
8,MIN,2011,0.247,0.306,0.36,572,1048,440,4.3,4.6,32,5.95,1.44,0.276,0.307,7.7,0.98,-185,0.3888888888888889
9,NYY,2011,0.263,0.343,0.444,836,1138,627,37.0,3.73,47,7.54,1.32,0.252,0.297,17.3,0.983,210,0.5987654320987654
10,OAK,2011,0.244,0.311,0.369,612,1094,509,7.5,3.71,39,7.21,1.31,0.246,0.289,18.0,0.979,-34,0.4567901234567901
11,SEA,2011,0.233,0.292,0.348,534,1280,435,3.9,3.91,39,6.83,1.26,0.248,0.285,17.4,0.982,-119,0.41358024691358025
12,TBR,2011,0.244,0.322,0.402,674,1193,571,27.7,3.58,32,7.1,1.22,0.231,0.265,16.8,0.988,93,0.5617283950617284
13,TEX,2011,0.283,0.34,0.46,807,930,475,33.9,3.79,38,7.36,1.24,0.241,0.278,19.2,0.981,178,0.5925925925925926
14,TOR,2011,0.249,0.317,0.413,704,1184,525,15.6,4.33,33,7.21,1.35,0.253,0.29,10.7,0.982,-18,0.5
15,ARI,2011,0.25,0.322,0.413,702,1249,531,30.5,3.8,58,6.6,1.29,0.252,0.286,11.8,0.985,69,0.5802469135802469
16,ATL,2011,0.243,0.308,0.387,606,1260,504,18.5,3.49,52,8.1,1.25,0.236,0.288,14.2,0.987,36,0.5493827160493827
17,CHC,2011,0.256,0.314,0.401,610,1202,425,14.3,4.34,40,7.68,1.41,0.256,0.301,11.0,0.978,-102,0.4382716049382716
18,CIN,2011,0.256,0.326,0.408,697,1250,535,29.4,4.16,39,6.82,1.33,0.25,0.282,6.2,0.985,15,0.4876543209876543
19,COL,2011,0.258,0.329,0.41,697,1201,555,11.7,4.44,41,6.95,1.38,0.261,0.298,13.6,0.984,-39,0.4506172839506173
20,FLA,2011,0.247,0.318,0.388,596,1244,542,13.7,3.95,40,7.51,1.3,0.248,0.292,15.3,0.985,-77,0.4444444444444444
21,HOU,2011,0.258,0.311,0.374,579,1164,401,13.3,4.51,25,7.47,1.42,0.261,0.301,5.6,0.981,-181,0.345679012345679
22,LAD,2011,0.257,0.322,0.375,613,1087,498,19.6,3.56,40,7.95,1.25,0.236,0.285,20.0,0.986,32,0.5093167701863354
23,MIL,2011,0.261,0.325,0.425,693,1083,481,30.5,3.64,47,7.85,1.24,0.242,0.288,16.8,0.982,83,0.5925925925925926
24,WSN,2011,0.242,0.309,0.383,594,1323,470,16.6,3.58,49,6.51,1.3,0.25,0.287,11.6,0.983,-19,0.4968944099378882
25,NYM,2011,0.264,0.335,0.391,676,1085,571,17.2,4.19,43,7.0,1.38,0.259,0.299,11.9,0.981,-24,0.47530864197530864
26,PHI,2011,0.253,0.323,0.395,693,1024,539,19.0,3.02,47,7.92,1.17,0.235,0.286,29.5,0.988,184,0.6296296296296297
27,PIT,2011,0.244,0.309,0.368,580,1308,489,6.7,4.05,43,6.4,1.41,0.265,0.3,8.5,0.982,-102,0.4444444444444444
28,STL,2011,0.273,0.341,0.425,726,978,542,29.6,3.79,47,6.76,1.31,0.256,0.296,12.0,0.982,70,0.5555555555555556
29,SDP,2011,0.237,0.305,0.349,563,1320,501,15.0,3.43,44,7.07,1.27,0.24,0.283,15.1,0.985,-18,0.4382716049382716
30,SFG,2011,0.242,0.303,0.368,534,1122,448,18.1,3.21,52,8.07,1.24,0.228,0.283,17.3,0.983,-8,0.5308641975308642
1,LAA,2012,0.274,0.332,0.433,732,1113,449,33.8,4.02,38,7.26,1.27,0.243,0.277,10.4,0.984,68,0.5493827160493827
2,BAL,2012,0.247,0.311,0.417,677,1315,480,14.6,3.9,55,7.14,1.29,0.249,0.285,16.0,0.983,7,0.5740740740740741
3,BOS,2012,0.26,0.315,0.415,695,1197,428,20.1,4.72,35,7.33,1.37,0.258,0.296,6.4,0.983,-72,0.42592592592592593
4,CHW,2012,0.255,0.318,0.422,726,1203,461,20.7,4.02,37,7.76,1.29,0.247,0.288,16.2,0.988,72,0.5246913580246914
5,CLE,2012,0.251,0.324,0.381,635,1087,555,8.2,4.79,43,6.78,1.42,0.264,0.3,12.6,0.984,-178,0.41975308641975306
6,DET,2012,0.268,0.335,0.422,698,1103,511,20.5,3.77,40,8.29,1.29,0.253,0.307,24.5,0.983,56,0.5432098765432098
7,KCR,2012,0.265,0.317,0.4,643,1032,404,12.7,4.3,44,7.3,1.41,0.266,0.311,15.1,0.981,-70,0.4444444444444444
8,MIN,2012,0.26,0.325,0.39,666,1069,505,12.6,4.77,35,5.9,1.39,0.27,0.294,5.9,0.983,-131,0.4074074074074074
9,NYY,2012,0.265,0.337,0.453,774,1176,565,33.6,3.85,51,8.21,1.27,0.25,0.296,17.0,0.987,136,0.5864197530864198
10,OAK,2012,0.238,0.31,0.404,676,1387,550,19.4,3.5,47,6.96,1.24,0.242,0.279,19.5,0.982,99,0.5802469135802469
11,SEA,2012,0.234,0.296,0.369,584,1259,466,8.9,3.76,43,7.2,1.24,0.244,0.282,17.6,0.988,-32,0.46296296296296297
12,TBR,2012,0.24,0.317,0.394,665,1323,571,23.7,3.19,50,8.53,1.17,0.225,0.277,20.4,0.981,120,0.5555555555555556
13,TEX,2012,0.273,0.334,0.446,780,1103,478,23.3,4.02,43,8.03,1.26,0.247,0.292,22.2,0.986,101,0.5740740740740741
14,TOR,2012,0.245,0.309,0.407,677,1251,473,14.3,4.64,29,7.12,1.39,0.258,0.291,6.9,0.984,-68,0.4506172839506173
15,ARI,2012,0.259,0.328,0.418,710,1266,539,21.7,3.94,39,7.53,1.29,0.256,0.301,15.3,0.985,46,0.5
16,ATL,2012,0.247,0.32,0.389,660,1289,567,27.3,3.42,47,7.67,1.23,0.239,0.284,11.4,0.986,100,0.5802469135802469
17,CHC,2012,0.24,0.302,0.378,570,1235,447,11.3,4.51,28,7.18,1.39,0.254,0.291,4.4,0.982,-146,0.3765432098765432
18,CIN,2012,0.251,0.315,0.411,636,1266,481,23.9,3.34,56,7.73,1.23,0.243,0.288,18.7,0.985,81,0.5987654320987654
19,COL,2012,0.274,0.33,0.436,716,1213,450,10.3,5.22,36,7.24,1.55,0.284,0.325,9.2,0.98,-132,0.3950617283950617
20,MIA,2012,0.244,0.308,0.382,576,1228,484,10.6,4.1,38,6.95,1.35,0.257,0.3,13.5,0.983,-115,0.42592592592592593
21,HOU,2012,0.236,0.302,0.371,545,1365,463,5.8,4.57,31,7.4,1.43,0.264,0.306,9.3,0.981,-211,0.3395061728395062
22,LAD,2012,0.252,0.317,0.374,607,1156,481,13.8,3.35,40,7.92,1.25,0.233,0.283,20.8,0.984,40,0.5308641975308642
23,MIL,2012,0.259,0.325,0.437,741,1240,466,28.3,4.22,44,8.68,1.36,0.256,0.313,14.3,0.983,43,0.5123456790123457
24,WSN,2012,0.261,0.322,0.428,688,1325,479,23.7,3.34,51,8.12,1.22,0.232,0.282,19.5,0.985,137,0.6049382716049383
25,NYM,2012,0.249,0.316,0.386,625,1250,503,15.9,4.09,36,7.78,1.29,0.246,0.29,14.3,0.983,-59,0.4567901234567901
26,PHI,2012,0.255,0.317,0.4,659,1094,454,21.5,3.86,42,8.59,1.24,0.247,0.298,19.8,0.983,4,0.5
27,PIT,2012,0.243,0.304,0.395,620,1354,444,10.2,3.91,45,7.48,1.29,0.244,0.286,13.7,0.982,-23,0.4876543209876543
28,STL,2012,0.271,0.338,0.421,732,1192,533,28.5,3.71,42,7.49,1.27,0.25,0.298,16.2,0.983,117,0.5432098765432098
29,SDP,2012,0.247,0.319,0.38,610,1238,539,21.6,4.01,43,7.56,1.32,0.244,0.284,7.8,0.98,-59,0.4691358024691358
30,SFG,2012,0.269,0.327,0.397,675,1097,483,29.0,3.68,53,7.67,1.27,0.243,0.289,10.9,0.981,69,0.5802469135802469
1,LAA,2013,0.264,0.329,0.414,696,1221,523,21.6,4.24,41,7.41,1.38,0.258,0.3,10.1,0.981,-4,0.48148148148148145
2,BAL,2013,0.26,0.313,0.431,719,1125,416,25.7,4.2,57,7.24,1.32,0.256,0.291,11.1,0.991,36,0.5246913580246914
3,BOS,2013,0.277,0.349,0.446,819,1308,581,36.2,3.79,33,8.01,1.3,0.245,0.294,15.8,0.987,197,0.5987654320987654
4,CHW,2013,0.249,0.302,0.378,574,1207,411,5.5,4.0,40,7.73,1.33,0.252,0.295,15.3,0.98,-125,0.3888888888888889
5,CLE,2013,0.255,0.327,0.41,711,1283,562,22.6,3.82,38,8.61,1.33,0.245,0.302,16.8,0.983,83,0.5679012345679012
6,DET,2013,0.283,0.346,0.434,767,1073,531,27.6,3.61,39,8.79,1.25,0.244,0.306,26.3,0.987,172,0.5740740740740741
7,KCR,2013,0.26,0.315,0.379,620,1048,422,19.4,3.45,52,7.51,1.27,0.247,0.29,17.5,0.986,47,0.5308641975308642
8,MIN,2013,0.242,0.312,0.38,590,1430,533,10.8,4.55,40,6.11,1.41,0.276,0.309,11.5,0.987,-174,0.4074074074074074
9,NYY,2013,0.242,0.307,0.376,614,1214,466,14.6,3.94,49,7.67,1.31,0.257,0.302,14.8,0.988,-21,0.5246913580246914
10,OAK,2013,0.254,0.327,0.419,725,1178,573,25.4,3.56,46,7.33,1.22,0.239,0.276,16.6,0.983,142,0.5925925925925926
11,SEA,2013,0.237,0.306,0.39,597,1353,529,10.0,4.32,43,7.97,1.33,0.256,0.303,15.7,0.986,-130,0.4382716049382716
12,TBR,2013,0.257,0.329,0.408,670,1171,589,28.2,3.74,42,8.05,1.23,0.237,0.284,14.5,0.99,54,0.5644171779141104
13,TEX,2013,0.262,0.323,0.412,691,1067,462,19.7,3.63,46,8.05,1.28,0.245,0.293,21.2,0.986,94,0.558282208588957
14,TOR,2013,0.252,0.318,0.411,669,1123,510,17.0,4.26,39,7.49,1.34,0.255,0.293,9.5,0.982,-44,0.4567901234567901
15,ARI,2013,0.259,0.323,0.391,647,1142,519,19.4,3.92,38,7.33,1.3,0.252,0.292,8.5,0.988,-10,0.5
16,ATL,2013,0.249,0.321,0.402,656,1384,542,25.6,3.18,53,7.65,1.2,0.24,0.288,17.9,0.986,140,0.5925925925925926
17,CHC,2013,0.238,0.3,0.392,576,1230,439,14.1,4.0,39,7.36,1.29,0.24,0.279,11.3,0.983,-87,0.4074074074074074
18,CIN,2013,0.249,0.327,0.391,664,1245,585,22.5,3.38,43,7.91,1.17,0.232,0.273,18.0,0.988,109,0.5555555555555556
19,COL,2013,0.27,0.323,0.418,673,1204,427,13.7,4.44,35,6.67,1.44,0.271,0.314,16.4,0.986,-54,0.4567901234567901
20,MIA,2013,0.231,0.293,0.335,485,1232,432,3.3,3.71,36,7.26,1.3,0.246,0.292,14.6,0.986,-133,0.38271604938271603
